"Index","TDate","Expiry","Open","High","Low","Close","LTP","SettleP","NumCont","Turnov","OI","CinOI","UndVal","VWAP","Daydiff","Range","Op2Hi","Op2Lo","Range16","Range382","Range40","VAhigh","VAlow","Odist","Odist50","VWAP12","HWAP","LWAP","YHighless40","YLowplus40","BCF","SCF","Observ","NextOpen","Oplus18","Ominus18","FstminClose","OpenGap","Bullhk","Bearhk","Inside","Narrow"
"NIFTY",2007-12-28,2008-01-31,6080,6127,6047.1,6118.3,6119.75,6118.3,366438,1116419.1,31793800,1218100,6079.7,6093.36,38.3000000000002,79.8999999999996,47,32.8999999999996,12.7839999999999,30.5217999999999,31.9599999999999,6114.216,6059.884,0,0,6105.36,6123.8818,6062.8382,6095.04,6079.06,6157.5218,6016.5782,"Comments",0,6098,6062,0,0.25,"BL3","0","0","0"
"NIFTY",2007-12-31,2008-01-31,6147,6178.95,6123,6162.95,6154.9,6162.95,312626,962180.83,32795000,1001200,6138.6,6155.48,15.9499999999998,55.9499999999998,31.9499999999998,24,8.95199999999997,21.3728999999999,22.3799999999999,6169.998,6131.952,0,0,6167.48,6176.8529,6134.1071,6156.57,6145.38,6200.3229,6101.6271,"Comments",0,6165,6129,0,28.6999999999998,"BL4","0","0","0"
"NIFTY",2008-01-01,2008-01-31,6150,6179.95,6121,6156.4,6160.8,6156.4,329484,1013567.99,33510150,715150,6144.35,6152.46,6.39999999999964,58.9499999999998,29.9499999999998,29,9.43199999999997,22.5188999999999,23.5799999999999,6170.518,6130.432,0,0,6164.46,6174.9789,6129.9411,6156.37,6144.58,6202.4689,6098.4811,"Comments",0,6168,6132,0,-12.9499999999998,"0","0","0","0"
"NIFTY",2008-01-02,2008-01-31,6149.1,6236,6060,6220.1,6223,6220.1,630123,1934503.75,33228600,-281550,6179.4,6140.08,71,176,86.8999999999996,89.1000000000004,28.16,67.232,70.4,6207.84,6088.16,0,0,6152.08,6207.312,6072.848,6165.6,6130.4,6303.232,5992.768,"Comments",0,6167.1,6131.1,0,-7.29999999999927,"BL5","0","0","0"
"NIFTY",2008-01-03,2008-01-31,6185.65,6227,6155,6178.2,6175.3,6178.2,470404,1455581.35,34608450,1379850,6178.55,6188.64,-7.44999999999982,72,41.3500000000004,30.6499999999996,11.52,27.504,28.8,6215.48,6166.52,0,0,6200.64,6216.144,6161.136,6198.2,6183.8,6254.504,6127.496,"Comments",0,6203.65,6167.65,0,-34.4500000000007,"0","0","1","0"
"NIFTY",2008-01-04,2008-01-31,6205,6292.75,6203.1,6264.15,6255,6264.15,363006,1135147.02,35520700,912250,6274.3,6254.15,59.1499999999996,89.6499999999996,87.75,1.89999999999964,14.3439999999999,34.2462999999999,35.8599999999999,6278.406,6217.444,0,0,6266.15,6288.3963,6219.9037,6256.89,6238.96,6326.9963,6168.8537,"Comments",0,6223,6187,0,26.8000000000002,"BL6","0","0","0"
"NIFTY",2008-01-07,2008-01-31,6170,6296,6170,6288.25,6288.2,6288.25,447270,1398228.53,37367050,1846350,6279.1,6252.28,118.25,126,126,0,20.16,48.132,50.4,6275.84,6190.16,0,0,6264.28,6300.412,6204.148,6245.6,6220.4,6344.132,6121.868,"Comments",0,6188,6152,0,-94.1499999999996,"0","0","0","0"
"NIFTY",2008-01-08,2008-01-31,6307.8,6331.9,6214.25,6272.8,6269,6272.8,601439,1884946.13,37501750,134700,6287.85,6268.12,-35,117.65,24.0999999999995,93.5500000000002,18.8239999999999,44.9422999999999,47.0599999999999,6313.076,6233.074,0,0,6280.12,6313.0623,6223.1777,6284.84,6261.31,6376.8423,6169.3077,"Comments",0,6325.8,6289.8,0,19.5500000000002,"0","0","0","0"
"NIFTY",2008-01-09,2008-01-31,6263.1,6336,6226.1,6264.4,6260,6264.4,547614,1719315.01,37818950,317200,6272,6279.3,1.29999999999927,109.9,72.8999999999996,37,17.5839999999999,41.9817999999999,43.9599999999999,6318.416,6243.684,0,0,6291.3,6321.2818,6237.3182,6292.04,6270.06,6377.9818,6184.1182,"Comments",0,6281.1,6245.1,0,-9.69999999999982,"0","0","0","0"
"NIFTY",2008-01-10,2008-01-31,6279,6321.65,6141.1,6160.6,6162,6160.6,657649,2052425.08,36952000,-866950,6156.95,6241.7,-118.4,180.549999999999,42.6499999999996,137.9,28.8879999999999,68.9700999999997,72.2199999999997,6292.762,6169.988,0,0,6253.7,6310.6701,6172.7299,6249.43,6213.32,6390.6201,6072.1299,"Comments",0,6297,6261,0,14.6000000000004,"0","BR1","0","0"
"NIFTY",2008-01-11,2008-01-31,6150.35,6225,6115.1,6203.6,6222,6203.6,688398,2123688.56,35333050,-1618950,6200.1,6169.94,53.25,109.9,74.6499999999996,35.25,17.5839999999999,41.9817999999999,43.9599999999999,6207.416,6132.684,0,0,6181.94,6211.9218,6127.9582,6181.04,6159.06,6266.9818,6073.1182,"Comments",0,6168.35,6132.35,0,-10.25,"0","0","0","NR4"
"NIFTY",2008-01-14,2008-01-31,6205.35,6242.4,6171.25,6224.75,6225,6224.75,410421,1273697.64,36034800,701750,6206.8,6206.79,19.3999999999996,71.1499999999996,37.0499999999993,34.1000000000004,11.3839999999999,27.1792999999999,28.4599999999999,6231.016,6182.634,0,0,6218.79,6233.9693,6179.6107,6213.94,6199.71,6269.5793,6144.0707,"Comments",0,6223.35,6187.35,0,1.75,"0","0","0","NR7"
"NIFTY",2008-01-15,2008-01-31,6240,6245,6054.55,6071.4,6058,6071.4,651930,1999863.47,38488900,2454100,6074.25,6135.21,-168.6,190.45,5,185.45,30.472,72.7518999999999,76.1799999999999,6214.528,6085.022,0,0,6147.21,6207.9619,6062.4581,6168.82,6130.73,6317.7519,5981.7981,"Comments",0,6258,6222,0,15.25,"0","BR2","0","0"
"NIFTY",2008-01-16,2008-01-31,5984.8,5993.8,5831.6,5947.65,5947.1,5947.65,913007,2704568.57,40359800,1870900,5935.75,5924.53,-37.1500000000005,162.2,9,153.2,25.952,61.9603999999999,64.8799999999999,5967.848,5857.552,0,0,5936.53,5986.4904,5862.5696,5928.92,5896.48,6055.7604,5769.6396,"Comments",0,6002.8,5966.8,0,-86.5999999999995,"0","BR3","0","0"
"NIFTY",2008-01-17,2008-01-31,5931,6045,5887,5931.75,5922.1,5931.75,679887,2026567.99,38653300,-1706500,5913.2,5961.48,0.75,158,114,44,25.28,60.356,63.2,6019.72,5912.28,0,0,5973.48,6021.836,5901.124,5981.8,5950.2,6105.356,5826.644,"Comments",0,5949,5913,0,-16.6499999999996,"0","0","0","0"
"NIFTY",2008-01-18,2008-01-31,5862,5927.75,5700,5730.35,5720,5730.35,845881,2468459.61,39760600,1107300,5705.3,5836.42,-131.65,227.75,65.75,162,36.44,87.0005,91.1,5891.31,5736.44,0,0,5848.42,5923.4205,5749.4195,5836.65,5791.1,6014.7505,5612.9995,"Comments",0,5880,5844,0,-69.75,"0","BR4","0","0"
"NIFTY",2008-01-21,2008-01-31,5691,5691,4916,5197.85,5198,5197.85,1083132,2915415.34,38417250,-1343350,5208.8,5383.31,-493.15,775,0,775,124,296.05,310,5567,5040,0,0,5395.31,5679.36,5087.26,5381,5226,5987.05,4619.95,"Comments",0,5709,5673,0,-39.3500000000004,"0","BR5","0","0"
"NIFTY",2008-01-22,2008-01-31,4925,4997.5,4420,4894.6,4920,4894.6,711246,1693382.13,30971950,-7445300,4899.3,4761.73,-30.3999999999996,577.5,72.5,505,92.4,220.605,231,4905.1,4512.4,0,0,4773.73,4982.335,4541.125,4766.5,4651,5218.105,4199.395,"Comments",0,4943,4907,0,-272.85,"0","BR6","0","0"
"NIFTY",2008-01-23,2008-01-31,5080,5337,4930,5166.9,5164,5166.9,543443,1400054.98,27456000,-3515950,5203.4,5152.54,86.8999999999996,407,257,150,65.12,155.474,162.8,5271.88,4995.12,0,0,5164.54,5308.014,4997.066,5174.2,5092.8,5492.474,4774.526,"Comments",0,5098,5062,0,185.4,"BL1","0","0","0"
"NIFTY",2008-01-24,2008-01-31,5272,5359,4957.75,5005.25,5001,5005.25,557812,1433869.31,26310300,-1145700,5033.45,5141.05,-266.75,401.25,87,314.25,64.2,153.2775,160.5,5294.8,5021.95,0,0,5153.05,5294.3275,4987.7725,5198.5,5118.25,5512.2775,4804.4725,"Comments",0,5290,5254,0,105.1,"0","0","0","NR4"
"NIFTY",2008-01-25,2008-01-31,5329,5406.9,5150,5389.9,5404,5389.9,467257,1239264.22,22731700,-3578600,5383.35,5304.42,60.8999999999996,256.9,77.8999999999996,179,41.1039999999999,98.1357999999999,102.76,5365.796,5191.104,0,0,5316.42,5402.5558,5206.2842,5304.14,5252.76,5505.0358,5051.8642,"Comments",0,5347,5311,0,323.75,"BL2","0","0","NR4"
"NIFTY",2008-01-28,2008-01-31,5412.25,5412.25,5045,5270.05,5251.55,5270.05,467514,1206312.77,21236000,-1495700,5274.1,5160.54,-142.2,367.25,0,367.25,58.76,140.2895,146.9,5353.49,5103.76,0,0,5172.54,5300.8295,5020.2505,5265.35,5191.9,5552.5395,4904.7105,"Comments",0,5430.25,5394.25,0,22.3500000000004,"0","0","0","0"
"NIFTY",2008-01-29,2008-01-31,5340,5393,5216,5278.15,5277,5278.15,545831,1446762.53,17107950,-4128050,5280.8,5301.14,-61.8500000000004,177,53,124,28.32,67.614,70.8,5364.68,5244.32,0,0,5313.14,5368.754,5233.526,5322.2,5286.8,5460.614,5148.386,"Comments",0,5358,5322,0,69.9499999999998,"0","0","1","NR7"
"NIFTY",2008-01-30,2008-01-31,5152.5,5268.5,5128,5156.75,5167,5156.75,486510,1262780.63,13849850,-3258100,5167.6,5191.18,4.25,140.5,116,24.5,22.48,53.671,56.2,5246.02,5150.48,0,0,5203.18,5244.851,5137.509,5212.3,5184.2,5322.171,5074.329,"Comments",0,5170.5,5134.5,0,-125.65,"0","BR1","0","NR7"
"NIFTY",2008-01-31,2008-01-31,5248.7,5253.6,5072,5133.25,5138,5137.45,498267,1286924.43,12603600,-1246250,5137.45,5165.6,-115.45,181.6,4.90000000000055,176.7,29.0560000000001,69.3712000000001,72.6400000000001,5224.544,5101.056,0,0,5177.6,5234.9712,5096.2288,5180.96,5144.64,5322.9712,5002.6288,"Comments",0,5266.7,5230.7,0,91.9499999999998,"0","0","0","0"
"NIFTY",2008-02-01,2008-02-28,5121.85,5347.7,5060,5320.8,5314,5320.8,567268,1473651.46,36166050,-644300,5317.25,5195.61,198.95,287.7,225.849999999999,61.8500000000004,46.032,109.9014,115.08,5301.668,5106.032,0,0,5207.61,5305.5114,5085.7086,5232.62,5175.08,5457.6014,4950.0986,"Comments",0,5139.85,5103.85,0,-11.3999999999996,"BL1","0","0","0"
"NIFTY",2008-02-04,2008-02-28,5419,5553.9,5368.55,5454.9,5478,5454.9,595963,1631322.17,34824350,-1341700,5463.5,5474.58,35.8999999999996,185.349999999999,134.9,50.4499999999998,29.6559999999999,70.8036999999998,74.1399999999998,5524.244,5398.206,0,0,5486.58,5545.3837,5403.7763,5479.76,5442.69,5624.7037,5297.7463,"Comments",0,5437,5401,0,98.1999999999998,"BL2","0","0","0"
"NIFTY",2008-02-05,2008-02-28,5432,5509.9,5422,5480.95,5495,5480.95,361227,987505.55,34948250,123900,5483.9,5467.51,48.9499999999998,87.8999999999996,77.8999999999996,10,14.0639999999999,33.5777999999999,35.1599999999999,5495.836,5436.064,0,0,5479.51,5501.0878,5433.9322,5474.74,5457.16,5543.4778,5388.4222,"Comments",0,5450,5414,0,-22.8999999999996,"0","0","1","NR7"
"NIFTY",2008-02-06,2008-02-28,5255,5344.8,5233.05,5296.75,5280,5296.75,618482,1636605.41,38259600,3311350,5322.55,5292.33,41.75,111.75,89.8000000000002,21.9499999999998,17.88,42.6885,44.7,5326.92,5250.93,0,0,5304.33,5335.0185,5249.6415,5300.1,5277.75,5387.4885,5190.3615,"Comments",0,5273,5237,0,-225.95,"0","BR1","0","0"
"NIFTY",2008-02-07,2008-02-28,5278,5326.9,5083,5100,5087.35,5100,537554,1399614.85,39813150,1553550,5133.25,5207.35,-178,243.9,48.8999999999996,195,39.0239999999999,93.1697999999999,97.5599999999999,5287.876,5122.024,0,0,5219.35,5300.5198,5114.1802,5229.34,5180.56,5420.0698,4989.8302,"Comments",0,5296,5260,0,-18.75,"0","BR2","0","0"
"NIFTY",2008-02-08,2008-02-28,5124,5160,5003.6,5090.15,5070,5090.15,603180,1535633.04,40053800,240650,5120.35,5091.79,-33.8500000000004,156.4,36,120.4,25.0239999999999,59.7447999999999,62.5599999999999,5134.976,5028.624,0,0,5103.79,5151.5348,5032.0452,5097.44,5066.16,5219.7448,4943.8552,"Comments",0,5142,5106,0,24,"0","0","0","0"
"NIFTY",2008-02-11,2008-02-28,5026,5054.9,4746.35,4810.55,4781.1,4810.55,680449,1665199.22,41161350,1107550,4857,4894.41,-215.45,308.549999999999,28.8999999999996,279.65,49.3679999999999,117.8661,123.42,5005.532,4795.718,0,0,4906.41,5012.2761,4776.5439,4931.48,4869.77,5172.7661,4628.4839,"Comments",0,5044,5008,0,-64.1499999999996,"0","BR3","0","0"
"NIFTY",2008-02-12,2008-02-28,4848,4928,4772.65,4795.35,4783.15,4795.35,597104,1450600.72,41165500,4150,4838.25,4858.79,-52.6499999999996,155.35,80,75.3500000000004,24.8560000000001,59.3437000000001,62.1400000000001,4903.144,4797.506,0,0,4870.79,4918.1337,4799.4463,4865.86,4834.79,4987.3437,4713.3063,"Comments",0,4866,4830,0,37.4499999999998,"0","0","1","NR4"
"NIFTY",2008-02-13,2008-02-28,4853,4964,4824,4908.9,4930,4908.9,621418,1521569.86,39235900,-1929600,4929.45,4897.09,55.8999999999996,140,111,29,22.4,53.48,56,4941.6,4846.4,0,0,4909.09,4950.57,4843.61,4908,4880,5017.48,4770.52,"Comments",0,4871,4835,0,57.6499999999996,"0","0","0","NR4"
"NIFTY",2008-02-14,2008-02-28,5055,5204.7,5055,5186.85,5187,5186.85,511436,1311480.01,37434400,-1801500,5202,5128.62,131.85,149.7,149.7,0,23.952,57.1853999999999,59.8799999999999,5180.748,5078.952,0,0,5140.62,5185.8054,5071.4346,5144.82,5114.88,5261.8854,4997.8146,"Comments",0,5073,5037,0,146.1,"BL1","0","0","0"
"NIFTY",2008-02-15,2008-02-28,5144.8,5316,5119,5291.25,5276.9,5291.25,566734,1479013.15,37154750,-279650,5302.9,5219.43,146.45,197,171.2,25.8000000000002,31.52,75.254,78.8,5284.48,5150.52,0,0,5231.43,5294.684,5144.176,5237.2,5197.8,5391.254,5043.746,"Comments",0,5162.8,5126.8,0,-42.0500000000002,"BL2","0","0","0"
"NIFTY",2008-02-18,2008-02-28,5306.55,5313.4,5201.2,5272.45,5280.1,5272.45,410183,1077579.63,37029150,-125600,5276.9,5254.14,-34.1000000000004,112.2,6.84999999999945,105.35,17.952,42.8603999999999,44.8799999999999,5295.448,5219.152,0,0,5266.14,5297.0004,5211.2796,5268.52,5246.08,5356.2604,5158.3396,"Comments",0,5324.55,5288.55,0,15.3000000000002,"0","0","1","NR7"
"NIFTY",2008-02-19,2008-02-28,5342.4,5367.5,5245,5261.1,5250.25,5261.1,418390,1111314.31,36040900,-988250,5280.8,5312.34,-81.2999999999993,122.5,25.1000000000004,97.3999999999996,19.6,46.795,49,5347.9,5264.6,0,0,5324.34,5359.135,5265.545,5318.5,5294,5414.295,5198.205,"Comments",0,5360.4,5324.4,0,69.9499999999998,"0","0","0","0"
"NIFTY",2008-02-20,2008-02-28,5218,5218,5075,5124,5130,5124,615213,1580679.85,36063600,22700,5154.45,5138.64,-94,143,0,143,22.88,54.626,57.2,5195.12,5097.88,0,0,5150.64,5193.266,5084.014,5160.8,5132.2,5272.626,5020.374,"Comments",0,5236,5200,0,-43.1000000000004,"0","BR1","0","0"
"NIFTY",2008-02-21,2008-02-28,5205,5224,5081,5182.1,5201.3,5182.1,580196,1497277.35,33524850,-2538750,5191.8,5161.28,-22.8999999999996,143,19,124,22.88,54.626,57.2,5201.12,5103.88,0,0,5173.28,5215.906,5106.654,5166.8,5138.2,5278.626,5026.374,"Comments",0,5223,5187,0,81,"0","0","0","0"
"NIFTY",2008-02-22,2008-02-28,5137.7,5137.7,5075,5093.6,5077.25,5093.6,457708,1168338.27,31914600,-1610250,5110.75,5105.17,-44.0999999999995,62.6999999999998,0,62.6999999999998,10.032,23.9513999999999,25.0799999999999,5127.668,5085.032,0,0,5117.17,5129.1214,5081.2186,5112.62,5100.08,5161.6514,5051.0486,"Comments",0,5155.7,5119.7,0,-44.4000000000005,"0","0","0","NR7"
"NIFTY",2008-02-25,2008-02-28,5130.25,5221.6,5041.05,5209.6,5204,5209.6,571779,1467392.99,27914750,-3999850,5200.7,5132.73,79.3500000000004,180.55,91.3500000000004,89.1999999999998,28.888,68.9701000000001,72.2200000000001,5192.712,5069.938,0,0,5144.73,5201.7001,5063.7599,5149.38,5113.27,5290.5701,4972.0799,"Comments",0,5148.25,5112.25,0,36.6499999999996,"BL1","0","0","0"
"NIFTY",2008-02-26,2008-02-28,5239.4,5292.5,5215,5275.2,5260,5275.2,569967,1496262.96,20109450,-7805300,5270.05,5250.35,35.8000000000002,77.5,53.1000000000004,24.3999999999996,12.4,29.605,31,5280.1,5227.4,0,0,5262.35,5279.955,5220.745,5261.5,5246,5322.105,5185.395,"Comments",0,5257.4,5221.4,0,29.7999999999993,"BL2","0","0","0"
"NIFTY",2008-02-27,2008-02-28,5350,5450,5235.75,5257,5242,5257,611399,1627106.72,13991150,-6118300,5268.4,5322.57,-93,214.25,100,114.25,34.28,81.8435,85.7,5415.72,5270.03,0,0,5334.57,5404.4135,5240.7265,5364.3,5321.45,5531.8435,5153.9065,"Comments",0,5368,5332,0,74.8000000000002,"0","0","0","0"
"NIFTY",2008-02-28,2008-02-28,5251.3,5298.7,5228.3,5271.5,5284.75,5285.1,422266,1109928.38,12297250,-1693900,5285.1,5257.01,20.1999999999998,70.3999999999996,47.3999999999996,23,11.2639999999999,26.8927999999999,28.1599999999999,5287.436,5239.564,0,0,5269.01,5283.9028,5230.1172,5270.54,5256.46,5325.5928,5201.4072,"Comments",0,5269.3,5233.3,0,-5.69999999999982,"0","0","0","NR4"
"NIFTY",2008-02-29,2008-03-27,5225.1,5241,5052,5181.1,5140.1,5181.1,830239,2142469.69,41480500,3889750,5223.5,5161.09,-44,189,15.8999999999996,173.1,30.24,72.198,75.6,5210.76,5082.24,0,0,5173.09,5233.288,5088.892,5165.4,5127.6,5313.198,4979.802,"Comments",0,5243.1,5207.1,0,-46.3999999999996,"0","BR1","0","0"
"NIFTY",2008-03-03,2008-03-27,5012,5054.8,4877.75,4894.2,4880,4894.2,623924,1552775.46,44400050,2919550,4953,4977.45,-117.8,177.05,42.8000000000002,134.25,28.328,67.6331000000001,70.8200000000001,5026.472,4906.078,0,0,4989.45,5045.0831,4909.8169,4983.98,4948.57,5122.4331,4810.1169,"Comments",0,5030,4994,0,-169.1,"0","BR2","0","0"
"NIFTY",2008-03-04,2008-03-27,4923.9,4934,4792.2,4834.75,4852,4834.75,705917,1717555.37,43962400,-437650,4864.25,4866.17,-89.1499999999996,141.8,10.1000000000004,131.7,22.688,54.1676000000001,56.7200000000001,4911.312,4814.888,0,0,4878.17,4920.3376,4812.0024,4877.28,4848.92,4988.1676,4738.0324,"Comments",0,4941.9,4905.9,0,29.6999999999998,"0","BR3","0","0"
"NIFTY",2008-03-05,2008-03-27,4836.35,4921,4825.2,4904.1,4915.1,4904.1,559652,1364514.91,42865450,-1096950,4921.4,4876.3,67.75,95.8000000000002,84.6499999999996,11.1500000000005,15.328,36.5956000000001,38.3200000000001,4905.672,4840.528,0,0,4888.3,4912.8956,4839.7044,4882.68,4863.52,4957.5956,4788.6044,"Comments",0,4854.35,4818.35,0,1.60000000000036,"0","0","1","NR4"
"NIFTY",2008-03-07,2008-03-27,4772,4798,4638,4726.25,4706,4726.25,703509,1657736.59,44248150,1382700,4771.6,4712.77,-45.75,160,26,134,25.6,61.12,64,4772.4,4663.6,0,0,4724.77,4773.89,4651.65,4734,4702,4859.12,4576.88,"Comments",0,4790,4754,0,-132.1,"0","BR4","0","0"
"NIFTY",2008-03-10,2008-03-27,4651.25,4798,4596.3,4784.3,4778,4784.3,768401,1808686.34,43976950,-271200,4800.4,4707.66,133.05,201.7,146.75,54.9499999999998,32.272,77.0493999999999,80.6799999999999,4765.728,4628.572,0,0,4719.66,4784.7094,4630.6106,4717.32,4676.98,4875.0494,4519.2506,"Comments",0,4669.25,4633.25,0,-75,"0","0","0","0"
"NIFTY",2008-03-11,2008-03-27,4700,4872,4700,4856.55,4846.3,4856.55,597557,1439605.91,42021250,-1955700,4865.9,4818.3,156.55,172,172,0,27.52,65.704,68.8,4844.48,4727.52,0,0,4830.3,4884.004,4752.596,4803.2,4768.8,4937.704,4634.296,"Comments",0,4718,4682,0,-84.3000000000002,"BL1","0","0","0"
"NIFTY",2008-03-12,2008-03-27,4985.55,4997,4855,4868.45,4862,4868.45,725462,1780952.4,40087950,-1933300,4872,4909.84,-117.1,142,11.4499999999998,130.55,22.72,54.244,56.8,4974.28,4877.72,0,0,4921.84,4964.084,4855.596,4940.2,4911.8,5051.244,4800.756,"Comments",0,5003.55,4967.55,0,129,"0","0","0","NR4"
"NIFTY",2008-03-13,2008-03-27,4725,4738.95,4555.25,4597.3,4609,4597.3,792212,1838188.32,41794450,1706500,4623.6,4640.65,-127.7,183.7,13.9499999999998,169.75,29.392,70.1733999999999,73.4799999999999,4709.558,4584.642,0,0,4652.65,4710.8234,4570.4766,4665.47,4628.73,4809.1234,4485.0766,"Comments",0,4743,4707,0,-143.45,"0","BR1","0","0"
"NIFTY",2008-03-14,2008-03-27,4566,4759,4566,4746.95,4753.9,4746.95,700354,1638902.01,39509900,-2284550,4745.8,4680.21,180.95,193,193,0,30.88,73.726,77.2,4728.12,4596.88,0,0,4692.21,4753.936,4606.484,4681.8,4643.2,4832.726,4492.274,"Comments",0,4584,4548,0,-31.3000000000002,"BL1","0","0","0"
"NIFTY",2008-03-17,2008-03-27,4582,4595.8,4476,4499.05,4477,4499.05,742713,1683609.49,38402350,-1107550,4503.1,4533.67,-82.9499999999998,119.8,13.8000000000002,106,19.168,45.7636000000001,47.9200000000001,4576.632,4495.168,0,0,4545.67,4579.4336,4487.9064,4547.88,4523.92,4641.5636,4430.2364,"Comments",0,4600,4564,0,-164.95,"0","BR1","0","NR7"
"NIFTY",2008-03-18,2008-03-27,4481.1,4635,4481.1,4548.85,4544,4548.85,854973,1951471.94,34018050,-4384300,4533,4564.99,67.75,153.9,153.9,0,24.6239999999999,58.7897999999999,61.5599999999999,4610.376,4505.724,0,0,4576.99,4623.7798,4506.2002,4573.44,4542.66,4693.7898,4422.3102,"Comments",0,4499.1,4463.1,0,-17.9499999999998,"0","0","0","0"
"NIFTY",2008-03-19,2008-03-27,4694,4734,4551,4572.7,4592,4572.7,771790,1791760.27,31170350,-2847700,4573.95,4643.13,-121.3,183,40,143,29.28,69.906,73.2,4704.72,4580.28,0,0,4655.13,4713.036,4573.224,4660.8,4624.2,4803.906,4481.094,"Comments",0,4712,4676,0,145.15,"0","0","0","0"
"NIFTY",2008-03-24,2008-03-27,4613.1,4662.5,4557.1,4631.2,4644,4631.2,661082,1524179.67,28586900,-2583450,4609.85,4611.17,18.0999999999995,105.4,49.3999999999996,56,16.8639999999999,40.2627999999999,42.1599999999999,4645.636,4573.964,0,0,4623.17,4651.4328,4570.9072,4620.34,4599.26,4702.7628,4516.8372,"Comments",0,4631.1,4595.1,0,40.4000000000005,"0","0","1","NR7"
"NIFTY",2008-03-25,2008-03-27,4749.35,4905.15,4732,4884.9,4902.2,4884.9,895635,2159974.26,22687750,-5899150,4877.5,4823.34,135.549999999999,173.15,155.799999999999,17.3500000000004,27.7039999999999,66.1432999999999,69.2599999999999,4877.446,4759.704,0,0,4835.34,4889.4833,4757.1967,4835.89,4801.26,4971.2933,4665.8567,"Comments",0,4767.35,4731.35,0,118.150000000001,"BL1","0","0","0"
"NIFTY",2008-03-26,2008-03-27,4904,4922,4815,4841.1,4829,4841.1,654893,1593432.88,18634700,-4053050,4828.85,4866.24,-62.8999999999996,107,18,89,17.12,40.874,42.8,4904.88,4832.12,0,0,4878.24,4907.114,4825.366,4879.2,4857.8,4962.874,4774.126,"Comments",0,4922,4886,0,19.1000000000004,"0","0","0","0"
"NIFTY",2008-03-27,2008-03-27,4835,4862,4785.65,4828.7,4830,4830.25,534987,1289957.87,16853200,-1781500,4830.25,4822.39,-6.30000000000018,76.3500000000004,27,49.3500000000004,12.2160000000001,29.1657000000001,30.5400000000001,4849.784,4797.866,0,0,4834.39,4851.5557,4793.2243,4831.46,4816.19,4891.1657,4756.4843,"Comments",0,4853,4817,0,-6.10000000000036,"0","0","0","NR7"
"NIFTY",2008-03-28,2008-04-24,4885,4999.9,4806,4970.65,4986.7,4970.65,920830,2246576.54,30867500,3253650,4942,4879.46,85.6499999999996,193.9,114.9,79,31.0239999999999,74.0697999999999,77.5599999999999,4968.876,4837.024,0,0,4891.46,4953.5298,4805.3902,4922.34,4883.56,5073.9698,4731.9302,"Comments",0,4903,4867,0,56.3000000000002,"BL2","0","0","0"
"NIFTY",2008-03-31,2008-04-24,4902.1,4924,4703.6,4732.3,4715,4732.3,904735,2168232.33,31302150,434650,4734.5,4793.08,-169.8,220.4,21.8999999999996,198.5,35.2639999999999,84.1927999999999,88.1599999999999,4888.736,4738.864,0,0,4805.08,4877.2728,4708.8872,4835.84,4791.76,5008.1928,4619.4072,"Comments",0,4920.1,4884.1,0,-68.5499999999993,"0","BR1","0","0"
"NIFTY",2008-04-01,2008-04-24,4766.1,4820,4621.1,4772.95,4775,4772.95,705634,1673353.97,36381050,5078900,4739.55,4742.84,6.84999999999945,198.9,53.8999999999996,145,31.8239999999999,75.9797999999999,79.5599999999999,4788.176,4652.924,0,0,4754.84,4818.8198,4666.8602,4740.44,4700.66,4895.9798,4545.1202,"Comments",0,4784.1,4748.1,0,33.8000000000002,"0","0","0","0"
"NIFTY",2008-04-02,2008-04-24,4931,4964.7,4741.15,4757.65,4741.15,4757.65,643107,1556796.92,31911300,-4469750,4754.2,4841.49,-173.35,223.55,33.6999999999998,189.85,35.768,85.3961000000001,89.4200000000001,4928.932,4776.918,0,0,4853.49,4926.8861,4756.0939,4875.28,4830.57,5050.0961,4655.7539,"Comments",0,4949,4913,0,158.05,"0","0","0","0"
"NIFTY",2008-04-03,2008-04-24,4779,4850,4745.55,4784.85,4785,4784.85,569686,1364634.98,31420500,-490800,4771.6,4790.83,5.85000000000036,104.45,71,33.4499999999998,16.712,39.8998999999999,41.7799999999999,4833.288,4762.262,0,0,4802.83,4830.7299,4750.9301,4808.22,4787.33,4889.8999,4705.6501,"Comments",0,4797,4761,0,21.3500000000004,"0","0","1","NR4"
"NIFTY",2008-04-04,2008-04-24,4796.5,4809,4631.35,4652.7,4666.1,4652.7,595710,1398483.11,32491100,1070600,4647,4695.18,-143.8,177.65,12.5,165.15,28.4239999999999,67.8622999999999,71.0599999999999,4780.576,4659.774,0,0,4707.18,4763.0423,4627.3177,4737.94,4702.41,4876.8623,4563.4877,"Comments",0,4814.5,4778.5,0,11.6499999999996,"0","BR2","0","0"
"NIFTY",2008-04-07,2008-04-24,4684,4813.9,4656.25,4764.4,4775,4764.4,542275,1289158.47,30969500,-1521600,4761.2,4754.63,80.3999999999996,157.65,129.9,27.75,25.2239999999999,60.2222999999999,63.0599999999999,4788.676,4681.474,0,0,4766.63,4814.8523,4694.4077,4750.84,4719.31,4874.1223,4596.0277,"Comments",0,4702,4666,0,31.3000000000002,"0","0","0","0"
